Cell Name	Cluster number	cluster_label	sample_detail	sample	cell_id	CD8_cluster	patient	response
G5_P2_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	G5_P2_M24_L001	CD8_G	P25	NR
G5_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	G5_P3_M24_L001	CD8_G	P25	NR
G5_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	G5_P4_M24_L001	CD8_G	P25	NR
G6_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	G6_P1_M24_L001	CD8_G	P25	NR
G6_P2_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	G6_P2_M24_L001	CD8_G	P25	NR
G6_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	G6_P4_M24_L001	CD8_B	P25	NR
G7_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	G7_P2_M24_L001	CD8_G	P25	NR
G7_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	G7_P4_M24_L001	CD8_G	P25	NR
G8_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	G8_P3_M24_L001	CD8_G	P25	NR
G9_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	G9_P1_M24_L001	CD8_G	P25	NR
H10_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	H10_P1_M24_L001	CD8_G	P25	NR
H10_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	H10_P3_M24_L001	CD8_G	P25	NR
H10_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	H10_P4_M24_L001	CD8_G	P25	NR
H2_P1_M24_L001	10	memory_T	Pre_P25	Pre_P25	H2_P1_M24_L001	CD8_G	P25	NR
H2_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	H2_P2_M24_L001	CD8_G	P25	NR
H3_P1_M24_L001	6	Exhausted_CD8T	Pre_P25	Pre_P25	H3_P1_M24_L001	CD8_B	P25	NR
H4_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	H4_P1_M24_L001	CD8_G	P25	NR
H4_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	H4_P3_M24_L001	CD8_G	P25	NR
H5_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	H5_P3_M24_L001	CD8_G	P25	NR
H6_P4_M24_L001	6	Exhausted_CD8T	Pre_P25	Pre_P25	H6_P4_M24_L001	CD8_B	P25	NR
H7_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	H7_P1_M24_L001	CD8_B	P25	NR
H7_P2_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	H7_P2_M24_L001	CD8_G	P25	NR
H7_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	H7_P4_M24_L001	CD8_G	P25	NR
H8_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	H8_P3_M24_L001	CD8_G	P25	NR
H9_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	H9_P2_M24_L001	CD8_B	P25	NR
A10_P1_M29_L001	11	Lymphocytes_cell_cycle	Pre_P26	Pre_P26	A10_P1_M29_L001	CD8_B	P26	R
A11_P4_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	A11_P4_M29_L001	CD8_G	P26	R
A1_P1_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	A1_P1_M29_L001	CD8_G	P26	R
A2_P2_M29_L001	7	Tregs	Pre_P26	Pre_P26	A2_P2_M29_L001	CD8_B	P26	R
A3_P1_M29_L001	7	Tregs	Pre_P26	Pre_P26	A3_P1_M29_L001	CD8_G	P26	R
A3_P2_M29_L001	10	memory_T	Pre_P26	Pre_P26	A3_P2_M29_L001	CD8_G	P26	R
A6_P2_M29_L001	10	memory_T	Pre_P26	Pre_P26	A6_P2_M29_L001	CD8_G	P26	R
A7_P5_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	A7_P5_M29_L001	CD8_G	P26	R
A8_P5_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	A8_P5_M29_L001	CD8_G	P26	R
B10_P2_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	B10_P2_M29_L001	CD8_G	P26	R
B11_P2_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	B11_P2_M29_L001	CD8_G	P26	R
B12_P1_M29_L001	9	Exhausted_HS_CD8T	Pre_P26	Pre_P26	B12_P1_M29_L001	CD8_B	P26	R
B12_P2_M29_L001	8	Cytotoxicity	Pre_P26	Pre_P26	B12_P2_M29_L001	CD8_G	P26	R
B5_P2_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	B5_P2_M29_L001	CD8_G	P26	R
C12_P4_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	C12_P4_M29_L001	CD8_G	P26	R
C3_P2_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	C3_P2_M29_L001	CD8_G	P26	R
C5_P2_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	C5_P2_M29_L001	CD8_G	P26	R
C5_P4_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	C5_P4_M29_L001	CD8_G	P26	R
C7_P4_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	C7_P4_M29_L001	CD8_G	P26	R
D10_P4_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	D10_P4_M29_L001	CD8_G	P26	R
D1_P5_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	D1_P5_M29_L001	CD8_G	P26	R
D2_P2_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	D2_P2_M29_L001	CD8_G	P26	R
D2_P4_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	D2_P4_M29_L001	CD8_G	P26	R
D3_P4_M29_L001	11	Lymphocytes_cell_cycle	Pre_P26	Pre_P26	D3_P4_M29_L001	CD8_B	P26	R
D3_P5_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	D3_P5_M29_L001	CD8_G	P26	R
E1_P1_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	E1_P1_M29_L001	CD8_G	P26	R
E1_P5_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	E1_P5_M29_L001	CD8_G	P26	R
E2_P2_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	E2_P2_M29_L001	CD8_G	P26	R
E2_P5_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	E2_P5_M29_L001	CD8_G	P26	R
E3_P1_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	E3_P1_M29_L001	CD8_G	P26	R
E3_P2_M29_L001	10	memory_T	Pre_P26	Pre_P26	E3_P2_M29_L001	CD8_G	P26	R
E4_P1_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	E4_P1_M29_L001	CD8_G	P26	R
E5_P5_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	E5_P5_M29_L001	CD8_G	P26	R
E6_P1_M29_L001	10	memory_T	Pre_P26	Pre_P26	E6_P1_M29_L001	CD8_G	P26	R
E8_P1_M29_L001	10	memory_T	Pre_P26	Pre_P26	E8_P1_M29_L001	CD8_G	P26	R
E9_P4_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	E9_P4_M29_L001	CD8_G	P26	R
F12_P4_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	F12_P4_M29_L001	CD8_G	P26	R
F12_P5_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	F12_P5_M29_L001	CD8_G	P26	R
F1_P1_M29_L001	7	Tregs	Pre_P26	Pre_P26	F1_P1_M29_L001	CD8_B	P26	R
F2_P1_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	F2_P1_M29_L001	CD8_G	P26	R
F5_P1_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	F5_P1_M29_L001	CD8_G	P26	R
F8_P1_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	F8_P1_M29_L001	CD8_G	P26	R
G3_P1_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	G3_P1_M29_L001	CD8_G	P26	R
G3_P4_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	G3_P4_M29_L001	CD8_G	P26	R
G5_P5_M29_L001	9	Exhausted_HS_CD8T	Pre_P26	Pre_P26	G5_P5_M29_L001	CD8_G	P26	R
G9_P4_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	G9_P4_M29_L001	CD8_G	P26	R
H12_P4_M29_L001	8	Cytotoxicity	Pre_P26	Pre_P26	H12_P4_M29_L001	CD8_B	P26	R
H12_P5_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	H12_P5_M29_L001	CD8_G	P26	R
H1_P2_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	H1_P2_M29_L001	CD8_G	P26	R
H1_P5_M29_L001	11	Lymphocytes_cell_cycle	Pre_P26	Pre_P26	H1_P5_M29_L001	CD8_B	P26	R
H8_P5_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	H8_P5_M29_L001	CD8_G	P26	R
H9_P1_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	H9_P1_M29_L001	CD8_G	P26	R
H9_P4_M29_L001	5	Lymphocytes	Pre_P26	Pre_P26	H9_P4_M29_L001	CD8_G	P26	R
A10_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A10_P1_M91_L001	CD8_B	P27	NR
A11_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A11_P4_M91_L001	CD8_B	P27	NR
A11_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A11_P5_M91_L001	CD8_B	P27	NR
A12_P3_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	A12_P3_M91_L001	CD8_B	P27	NR
A12_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A12_P5_M91_L001	CD8_B	P27	NR
A2_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A2_P3_M91_L001	CD8_B	P27	NR
A2_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A2_P4_M91_L001	CD8_B	P27	NR
A3_P1_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	A3_P1_M91_L001	CD8_B	P27	NR
A3_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A3_P3_M91_L001	CD8_B	P27	NR
A3_P5_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	A3_P5_M91_L001	CD8_G	P27	NR
A4_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A4_P1_M91_L001	CD8_B	P27	NR
A4_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A4_P5_M91_L001	CD8_B	P27	NR
A5_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A5_P1_M91_L001	CD8_B	P27	NR
A5_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A5_P3_M91_L001	CD8_B	P27	NR
A6_P1_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	A6_P1_M91_L001	CD8_B	P27	NR
A6_P4_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	A6_P4_M91_L001	CD8_B	P27	NR
A6_P5_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	A6_P5_M91_L001	CD8_G	P27	NR
A7_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A7_P1_M91_L001	CD8_B	P27	NR
A7_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A7_P3_M91_L001	CD8_B	P27	NR
A8_P1_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	A8_P1_M91_L001	CD8_B	P27	NR
A8_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A8_P3_M91_L001	CD8_B	P27	NR
A8_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A8_P4_M91_L001	CD8_B	P27	NR
A8_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A8_P5_M91_L001	CD8_B	P27	NR
A9_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A9_P1_M91_L001	CD8_B	P27	NR
A9_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	A9_P4_M91_L001	CD8_B	P27	NR
B10_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B10_P1_M91_L001	CD8_B	P27	NR
B10_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B10_P4_M91_L001	CD8_B	P27	NR
B10_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B10_P5_M91_L001	CD8_B	P27	NR
B11_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B11_P4_M91_L001	CD8_B	P27	NR
B11_P5_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	B11_P5_M91_L001	CD8_B	P27	NR
B12_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B12_P1_M91_L001	CD8_B	P27	NR
B12_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B12_P3_M91_L001	CD8_B	P27	NR
B12_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B12_P4_M91_L001	CD8_B	P27	NR
B1_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B1_P1_M91_L001	CD8_B	P27	NR
B1_P4_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	B1_P4_M91_L001	CD8_B	P27	NR
B1_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B1_P5_M91_L001	CD8_B	P27	NR
B2_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B2_P1_M91_L001	CD8_B	P27	NR
B2_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B2_P3_M91_L001	CD8_B	P27	NR
B2_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B2_P4_M91_L001	CD8_B	P27	NR
B2_P5_M91_L001	5	Lymphocytes	Pre_P27	Pre_P27	B2_P5_M91_L001	CD8_G	P27	NR
B3_P1_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	B3_P1_M91_L001	CD8_B	P27	NR
B3_P3_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	B3_P3_M91_L001	CD8_B	P27	NR
B4_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B4_P1_M91_L001	CD8_B	P27	NR
B4_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B4_P3_M91_L001	CD8_B	P27	NR
B4_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B4_P5_M91_L001	CD8_B	P27	NR
B5_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B5_P1_M91_L001	CD8_B	P27	NR
B5_P4_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	B5_P4_M91_L001	CD8_B	P27	NR
B5_P5_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	B5_P5_M91_L001	CD8_G	P27	NR
B6_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B6_P3_M91_L001	CD8_B	P27	NR
B7_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B7_P1_M91_L001	CD8_B	P27	NR
B7_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B7_P3_M91_L001	CD8_B	P27	NR
B8_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B8_P1_M91_L001	CD8_B	P27	NR
B8_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B8_P4_M91_L001	CD8_B	P27	NR
B9_P1_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	B9_P1_M91_L001	CD8_G	P27	NR
B9_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B9_P3_M91_L001	CD8_B	P27	NR
B9_P4_M91_L001	9	Exhausted_HS_CD8T	Pre_P27	Pre_P27	B9_P4_M91_L001	CD8_B	P27	NR
B9_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	B9_P5_M91_L001	CD8_B	P27	NR
C10_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C10_P3_M91_L001	CD8_B	P27	NR
C11_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C11_P1_M91_L001	CD8_B	P27	NR
C11_P4_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	C11_P4_M91_L001	CD8_B	P27	NR
C11_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C11_P5_M91_L001	CD8_B	P27	NR
C1_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C1_P5_M91_L001	CD8_B	P27	NR
C2_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C2_P1_M91_L001	CD8_B	P27	NR
C2_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C2_P3_M91_L001	CD8_B	P27	NR
C2_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C2_P4_M91_L001	CD8_B	P27	NR
C3_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C3_P1_M91_L001	CD8_B	P27	NR
C3_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C3_P4_M91_L001	CD8_B	P27	NR
C3_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C3_P5_M91_L001	CD8_B	P27	NR
C4_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C4_P4_M91_L001	CD8_B	P27	NR
C4_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C4_P5_M91_L001	CD8_B	P27	NR
C5_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C5_P1_M91_L001	CD8_B	P27	NR
C5_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C5_P5_M91_L001	CD8_B	P27	NR
C6_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C6_P1_M91_L001	CD8_B	P27	NR
C6_P3_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	C6_P3_M91_L001	CD8_B	P27	NR
C6_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C6_P4_M91_L001	CD8_B	P27	NR
C6_P5_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	C6_P5_M91_L001	CD8_B	P27	NR
C7_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C7_P1_M91_L001	CD8_B	P27	NR
C7_P4_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	C7_P4_M91_L001	CD8_G	P27	NR
C7_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C7_P5_M91_L001	CD8_B	P27	NR
C8_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C8_P5_M91_L001	CD8_B	P27	NR
C9_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	C9_P1_M91_L001	CD8_B	P27	NR
C9_P4_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	C9_P4_M91_L001	CD8_B	P27	NR
C9_P5_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	C9_P5_M91_L001	CD8_G	P27	NR
D10_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D10_P1_M91_L001	CD8_B	P27	NR
D10_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D10_P4_M91_L001	CD8_B	P27	NR
D12_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D12_P1_M91_L001	CD8_B	P27	NR
D12_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D12_P3_M91_L001	CD8_B	P27	NR
D12_P4_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	D12_P4_M91_L001	CD8_B	P27	NR
D1_P1_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	D1_P1_M91_L001	CD8_B	P27	NR
D1_P3_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	D1_P3_M91_L001	CD8_B	P27	NR
D1_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D1_P4_M91_L001	CD8_B	P27	NR
D1_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D1_P5_M91_L001	CD8_B	P27	NR
D2_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D2_P4_M91_L001	CD8_B	P27	NR
D3_P1_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	D3_P1_M91_L001	CD8_B	P27	NR
D3_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D3_P3_M91_L001	CD8_B	P27	NR
D3_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D3_P4_M91_L001	CD8_B	P27	NR
D3_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D3_P5_M91_L001	CD8_B	P27	NR
D4_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D4_P4_M91_L001	CD8_B	P27	NR
D4_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D4_P5_M91_L001	CD8_B	P27	NR
D5_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D5_P1_M91_L001	CD8_B	P27	NR
D6_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D6_P3_M91_L001	CD8_B	P27	NR
D6_P4_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	D6_P4_M91_L001	CD8_B	P27	NR
D7_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D7_P5_M91_L001	CD8_B	P27	NR
D8_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D8_P1_M91_L001	CD8_B	P27	NR
D8_P3_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	D8_P3_M91_L001	CD8_B	P27	NR
D8_P4_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	D8_P4_M91_L001	CD8_G	P27	NR
D9_P1_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	D9_P1_M91_L001	CD8_B	P27	NR
D9_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D9_P3_M91_L001	CD8_B	P27	NR
D9_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	D9_P4_M91_L001	CD8_B	P27	NR
E10_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E10_P1_M91_L001	CD8_B	P27	NR
E10_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E10_P5_M91_L001	CD8_B	P27	NR
E11_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E11_P4_M91_L001	CD8_B	P27	NR
E12_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E12_P1_M91_L001	CD8_B	P27	NR
E1_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E1_P1_M91_L001	CD8_B	P27	NR
E1_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E1_P4_M91_L001	CD8_B	P27	NR
E1_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E1_P5_M91_L001	CD8_B	P27	NR
E2_P1_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	E2_P1_M91_L001	CD8_G	P27	NR
E2_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E2_P3_M91_L001	CD8_B	P27	NR
E2_P5_M91_L001	9	Exhausted_HS_CD8T	Pre_P27	Pre_P27	E2_P5_M91_L001	CD8_B	P27	NR
E3_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E3_P1_M91_L001	CD8_B	P27	NR
E4_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E4_P1_M91_L001	CD8_B	P27	NR
E4_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E4_P3_M91_L001	CD8_B	P27	NR
E4_P4_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	E4_P4_M91_L001	CD8_G	P27	NR
E5_P3_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	E5_P3_M91_L001	CD8_B	P27	NR
E5_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E5_P4_M91_L001	CD8_B	P27	NR
E5_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E5_P5_M91_L001	CD8_B	P27	NR
E6_P1_M91_L001	11	Lymphocytes_cell_cycle	Pre_P27	Pre_P27	E6_P1_M91_L001	CD8_B	P27	NR
E6_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E6_P5_M91_L001	CD8_B	P27	NR
E7_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E7_P3_M91_L001	CD8_B	P27	NR
E7_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E7_P4_M91_L001	CD8_B	P27	NR
E8_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E8_P3_M91_L001	CD8_B	P27	NR
E9_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E9_P1_M91_L001	CD8_B	P27	NR
E9_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E9_P4_M91_L001	CD8_B	P27	NR
E9_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	E9_P5_M91_L001	CD8_B	P27	NR
F10_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	F10_P1_M91_L001	CD8_B	P27	NR
F10_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	F10_P4_M91_L001	CD8_B	P27	NR
F11_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	F11_P1_M91_L001	CD8_B	P27	NR
F11_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	F11_P4_M91_L001	CD8_B	P27	NR
F12_P5_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	F12_P5_M91_L001	CD8_B	P27	NR
F1_P1_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	F1_P1_M91_L001	CD8_B	P27	NR
F1_P4_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	F1_P4_M91_L001	CD8_B	P27	NR
F2_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	F2_P3_M91_L001	CD8_B	P27	NR
F3_P1_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	F3_P1_M91_L001	CD8_B	P27	NR
F3_P4_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	F3_P4_M91_L001	CD8_B	P27	NR
F4_P3_M91_L001	6	Exhausted_CD8T	Pre_P27	Pre_P27	F4_P3_M91_L001	CD8_B	P27	NR
F4_P5_M91_L001	8	Cytotoxicity	Pre_P27	Pre_P27	F4_P5_M91_L001	CD8_B	P27	NR
F5_P1_M91_L001	10	memory_T	Pre_P27	Pre_P27	F5_P1_M91_L001	CD8_G	P27	NR
